id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
953684755557281725,https://www.airbnb.com/rooms/953684755557281725,20241230155630,2024-12-31,city scrape,Amazing hotel apartment,Your perfect destination is here! This amazing apartment is ready with air conditioner.<br /><br />Perfect location and super clean apartment hotel.,,https://a0.muscache.com/pictures/hosting/Hosting-953684755557281725/original/c6d0f516-52db-4a26-9d0e-ae322eaa04bc.jpeg,413561512,https://www.airbnb.com/users/show/413561512,Sara,2021-07-17,,,,,,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,3,4,['phone'],f,t,,Bagcilar,,41.05082,28.80999,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Cleaning products"", ""Essentials"", ""Washer"", ""TV"", ""Wifi"", ""Kitchen"", ""Air conditioning"", ""Dishes and silverware""]","$1,692.00",100,365,100.0,100.0,365.0,365.0,100.0,365.0,,t,29,59,89,269,2024-12-31,0,0,0,,,,,,,,,,,f,3,3,0,0,
987732197362672505,https://www.airbnb.com/rooms/987732197362672505,20241230155630,2024-12-30,previous scrape,economical and modern hotel room in Şişli center,"""How about having a peaceful stay in our beautifully designed room? Sleep comfort with a large bed. You will feel like you are at home thanks to its central location and 24/7 reception and cleaning service. We will be happy to host you. Hilton, Anthil, Elysium, Divan Bomonti, which will host you in the same neighborhood as our hotels. Nişantaşı, Taksim, Osmanbey streets and the famous Cevahir Shopping Center are also very close to our hotel.”","Our hotel is located in a very special and lively location. We are in the center of Istanbul, in the most luxurious district of the famous Şişli district. Around the hotel, there are Hilton hotel, Divan hotel, Anthill residence, Elesyum residence and many luxury venues. It is 200 meters away from Bomonti Island, one of the most famous landmarks of the region. The area also has a taxi office, supermarkets and many restaurants and cafes famous for their luxury. We are 5 minutes walking distance from Osman Bey metro station and approximately 3 minutes walking distance from the nearest bus stop.",https://a0.muscache.com/pictures/hosting/Hosting-987732197362672505/original/095f4f9e-f3a8-4d35-9233-47578d8f7b8b.jpeg,490671235,https://www.airbnb.com/users/show/490671235,Hexa Suites,2022-12-08,"İstanbul, Turkey",,within an hour,100%,90%,t,https://a0.muscache.com/im/pictures/user/User-490671235/original/fa6ec77b-7951-4a9f-87f3-d4e956541502.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-490671235/original/fa6ec77b-7951-4a9f-87f3-d4e956541502.jpeg?aki_policy=profile_x_medium,,43,44,"['email', 'phone', 'work_email']",t,t,"Şişli, İstanbul, Turkey",Sisli,,41.05457823272448,28.978997285166177,Room in boutique hotel,Private room,2,,1 private bath,1.0,,"[""Shampoo"", ""Free street parking"", ""City skyline view"", ""Iron"", ""Hair dryer"", ""AC - split type ductless system"", ""Portable fans"", ""Smoke alarm"", ""First aid kit"", ""Bed linens"", ""Heating - split type ductless system"", ""Self check-in"", ""Safe"", ""Carbon monoxide alarm"", ""Building staff"", ""Long term stays allowed"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hangers"", ""Paid parking lot off premises"", ""Dedicated workspace"", ""Fire extinguisher"", ""Elevator"", ""Clothing storage"", ""Hot water"", ""Crib"", ""Luggage dropoff allowed"", ""TV"", ""Smoking allowed"", ""Wifi"", ""Housekeeping available from 9:30\u202fAM to 4:30\u202fPM, 2 days a week - included with your stay""]",,1,365,1.0,2.0,365.0,365.0,1.0,365.0,,t,28,58,61,61,2024-12-30,25,22,1,2023-12-25,2024-12-08,4.76,4.68,4.88,4.84,4.84,4.68,4.72,Exempt,f,43,37,6,0,2.02
1117160593886697319,https://www.airbnb.com/rooms/1117160593886697319,20241230155630,2024-12-30,previous scrape,Avcılar Ambarlı Mh Kiralık Daire,"Apartment for Rent in Ambarlı Neighborhood who can relax as a family in this peaceful place to stay<br /><br />Location: Avcılar, Istanbul<br /><br />Metrakare: 70 m²<br /><br />Located in Ambarlı, one of the favorite neighborhoods of Avcılar, this apartment offers all the amenities of modern life.<br /><br />Features:<br /><br />70 m² large living space<br />Modern and stylish design<br />Location within the gated building<br />With this rental apartment opportunity, you can enjoy a modern living. Please reach out for more information and details.",,https://a0.muscache.com/pictures/miso/Hosting-1117160593886697319/original/c3f4bca0-c084-44a6-8600-f4d9df60c0fb.jpeg,542810462,https://www.airbnb.com/users/show/542810462,Hüseyin,2023-10-21,,,,,14%,f,https://a0.muscache.com/im/pictures/user/User-542810462/original/99650807-6fdb-4b8d-9b59-47618dd5061d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-542810462/original/99650807-6fdb-4b8d-9b59-47618dd5061d.jpeg?aki_policy=profile_x_medium,,11,18,"['email', 'phone']",t,t,,Avcilar,,40.97637,28.712,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,[],,100,365,100.0,100.0,365.0,365.0,100.0,365.0,,t,29,59,89,270,2024-12-30,0,0,0,,,,,,,,,,,f,6,6,0,0,
749303923969244779,https://www.airbnb.com/rooms/749303923969244779,20241230155630,2024-12-30,city scrape,Cozy Flat in center of Istanbul/Beşiktaş Akaretler,"Enjoy a stylish experience in this centrally located place.  Our house, close to Akaret, the most vibrant and beautiful neighborhood of Beşiktaş with a balcony, with a view and a quiet atmosphere, will provide you with a very comfortable experience.","Akaretler is one most lively area in Beşiktaş region of Istanbul, area has reputable bohemian vibes with mostly populated by youngsters.",https://a0.muscache.com/pictures/miso/Hosting-749303923969244779/original/3c2990cf-7143-4b33-84be-d99c1bd4d0a0.jpeg,383789,https://www.airbnb.com/users/show/383789,Berat,2011-02-09,"İstanbul, Turkey",Im a young professional who lives both in Istanbul and London. If you have an enquiry or you want me to provide further information you can reach me directly via messaging system.,within an hour,100%,92%,t,https://a0.muscache.com/im/pictures/user/User-383789/original/21a564ef-54e3-4a53-9271-21234e7ee323.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-383789/original/21a564ef-54e3-4a53-9271-21234e7ee323.jpeg?aki_policy=profile_x_medium,Taksim,2,2,"['email', 'phone']",t,t,"Beşiktaş, İstanbul, Turkey",Besiktas,,41.04334,28.99984,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Room-darkening shades"", ""Central heating"", ""Shampoo"", ""Free street parking"", ""City skyline view"", ""Iron"", ""Electric stove"", ""Baking sheet"", ""Pets allowed"", ""Hair dryer"", ""AC - split type ductless system"", ""Portable fans"", ""Smoke alarm"", ""Smeg refrigerator"", ""Kitchen"", ""Bed linens"", ""Body soap"", ""Wine glasses"", ""Dishes and silverware"", ""Long term stays allowed"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Mosquito net"", ""Washer"", ""Mini fridge"", ""Hangers"", ""Hot water kettle"", ""Coffee maker: french press"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Shower gel"", ""Sea view"", ""Conditioner"", ""Hot water"", ""Drying rack for clothing"", ""Dining table"", ""Stainless steel oven"", ""Books and reading material"", ""Cooking basics"", ""Smoking allowed"", ""Wifi"", ""Dryer"", ""118 inch HDTV with Netflix, premium cable""]","$1,839.00",120,365,120.0,120.0,365.0,365.0,120.0,365.0,,t,28,58,88,181,2024-12-30,12,7,0,2023-06-05,2024-06-02,5.0,4.92,4.83,4.92,5.0,4.92,4.83,34-0503,f,2,2,0,0,0.63
946967360972408210,https://www.airbnb.com/rooms/946967360972408210,20241230155630,2024-12-30,previous scrape,Heart of fun- Super location,"THIS IS FOR STANDARD ROOM!<br /><br />This is the perfect place in the heart of Beyoğlu.<br />Near entertainment venues! Only 1 minute walk to İstiklal street, Only 1 minute walk to Şişhane- Tepebaşı, Pharmacy,Mini market(You can always shop). <br /><br />This is the perfect accomodations for you.<br />24/7 Reception and Security service available.<br /><br />Top floor restaurant and live music entertainment.<br /><br />Please contact for details.",,https://a0.muscache.com/pictures/2a908dc5-b59f-4219-909e-21156ac08f35.jpg,470875269,https://www.airbnb.com/users/show/470875269,Eren,2022-07-22,"İstanbul, Turkey",,,,0%,f,https://a0.muscache.com/im/pictures/user/ccca5ed3-5ffe-4519-8e63-b10e9efde001.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ccca5ed3-5ffe-4519-8e63-b10e9efde001.jpg?aki_policy=profile_x_medium,,8,8,"['email', 'phone']",t,t,,Beyoglu,,41.03001,28.9752,Room in hotel,Private room,3,,1 bath,1.0,,"[""Carbon monoxide alarm"", ""Fire extinguisher"", ""Essentials"", ""BBQ grill"", ""Lockbox"", ""Washer"", ""First aid kit"", ""Exterior security cameras on property"", ""Smoke alarm"", ""TV"", ""Host greets you"", ""Outdoor dining area"", ""Wifi"", ""Kitchen"", ""Air conditioning"", ""Dedicated workspace"", ""Self check-in""]",,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0,,t,30,60,90,365,2024-12-30,0,0,0,,,,,,,,,,,t,5,1,4,0,
1108567106469329964,https://www.airbnb.com/rooms/1108567106469329964,20241230155630,2024-12-31,city scrape,The İstanbul Residence,"If you stay in this centrally located place, you'll be close to everything as a family.",,https://a0.muscache.com/pictures/miso/Hosting-1108567106469329964/original/ef92c692-00c4-42b2-b905-2bf1885e09ef.jpeg,566152362,https://www.airbnb.com/users/show/566152362,Ömer Can,2024-03-09,,,,,50%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,4,"['email', 'phone']",f,t,,Zeytinburnu,,40.9917139,28.8940989,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Washer"", ""Free parking on premises"", ""TV"", ""Wifi"", ""Kitchen"", ""Air conditioning""]","$3,000.00",100,365,100.0,100.0,365.0,365.0,100.0,365.0,,t,29,59,89,269,2024-12-31,0,0,0,,,,,,,,,,,f,1,1,0,0,
559963914780845587,https://www.airbnb.com/rooms/559963914780845587,20241230155630,2024-12-31,city scrape,Galata Kulesi Yanında Özel Retro Daire,"We would like to welcome all our guests from various parts of the world with happiness.<br /><br />Our flat offers more than a house for you to feel like you are staying in a five star hotel.<br /><br />Cook in the custom-made kitchen or have a lovely cup of fresh grinded coffee while you enjoy the view of Galata Tower.<br /><br />Also, be prepared for the treats we have prepared for you!<br /><br />We offer  big variety of drinks  and snacks in the minibar as free of charge in case of booking minimum 2 nights.","Galata is a district in Istanbul, home to the iconic Galata Tower. Known for its historic charm, narrow streets, and diverse cultural activities, Galata offers a stunning view of Istanbul from the elevated Galata Tower. The area is famous for its art galleries, boutique shops, cafes, and vibrant nightlife. Combining Istanbul's historical and modern aspects, Galata provides visitors with a unique experience.",https://a0.muscache.com/pictures/miso/Hosting-559963914780845587/original/9399637f-179d-472c-8456-49dfa6f4c625.jpeg,423035567,https://www.airbnb.com/users/show/423035567,Port Tourism,2021-09-14,"İstanbul, Turkey","PORT is a Professional Tourism Company. We aim to provide exciting and unforgettable experiences to our guests!

We are ready to make our guests feel at home during their visit to İstanbul.

Professional guide service , airport transfer, e-scooter rental, bosphorus cruise with private motorboat, special event organization, private tours and many more.

You can reach us 24/7 from mobile or via AirBnb about discovering Istanbul, restaurant suggestions, holiday and cultural destinations, entertainment and art events in the city.

",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/c676a1df-fa05-459e-8072-7ec641d73d63.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c676a1df-fa05-459e-8072-7ec641d73d63.jpg?aki_policy=profile_x_medium,,20,21,"['email', 'phone']",t,t,"Beyoğlu, İstanbul, Turkey",Beyoglu,,41.026512,28.973385,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Heating"", ""Freezer"", ""Toaster"", ""Room-darkening shades"", ""Sound system"", ""Paid parking off premises"", ""Outdoor shower"", ""Shampoo"", ""Air conditioning"", ""City skyline view"", ""Iron"", ""Hair dryer"", ""First aid kit"", ""Smoke alarm"", ""Baby bath"", ""Coffee"", ""Kitchen"", ""Keypad"", ""Bed linens"", ""Body soap"", ""Refrigerator"", ""Wine glasses"", ""Dishes and silverware"", ""Safe"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Cleaning products"", ""Essentials"", ""Self check-in"", ""Extra pillows and blankets"", ""Washer"", ""Coffee maker"", ""Stove"", ""Hangers"", ""Hot water kettle"", ""Dedicated workspace"", ""Fire extinguisher"", ""Elevator"", ""Shower gel"", ""Clothing storage"", ""Conditioner"", ""Hot water"", ""Crib"", ""Bread maker"", ""Drying rack for clothing"", ""Dining table"", ""Luggage dropoff allowed"", ""TV"", ""Books and reading material"", ""Cooking basics"", ""Wifi"", ""Oven"", ""Laundromat nearby"", ""Microwave"", ""Smoking allowed""]","$7,407.00",1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,5,5,19,109,2024-12-31,101,21,0,2022-02-27,2024-07-29,4.86,4.9,4.9,4.92,4.92,4.94,4.82,00-4890,f,20,2,18,0,2.92
1016773843275672200,https://www.airbnb.com/rooms/1016773843275672200,20241230155630,2024-12-30,previous scrape,1+1 504,It's simple: a quiet place in the city center.,,https://a0.muscache.com/pictures/miso/Hosting-1016773843275672200/original/ecc16c14-528b-46e0-a700-7a08152a8f83.jpeg,544769631,https://www.airbnb.com/users/show/544769631,Suit,2023-11-03,,,a few days or more,0%,73%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,15,16,"['email', 'phone']",f,t,,Beyoglu,,41.0392653,28.9822346,Room in boutique hotel,Private room,3,,1 private bath,1.0,,"[""Carbon monoxide alarm"", ""Fire extinguisher"", ""Washer"", ""First aid kit"", ""Smoke alarm"", ""TV"", ""Wifi"", ""Kitchen"", ""Air conditioning"", ""Dedicated workspace""]",,100,365,100.0,100.0,365.0,365.0,100.0,365.0,,t,30,60,90,271,2024-12-30,0,0,0,,,,,,,,,,,t,15,14,1,0,
854394470796066375,https://www.airbnb.com/rooms/854394470796066375,20241230155630,2024-12-31,city scrape,2+1 cozy apartment with Pool & Gym,"Relax with the whole family at this peaceful place to stay.<br />The residence contains several parks for families and children, there is a tennis court alongside a basketball and football playgrounds. <br /><br />There are several markets and many Restraunts nearby the residence.<br /><br />There is a charge for using swimming pool & gym <br /><br />15 min to Mall of Istanbul.<br />25 min to Fatih and city centre.<br />35 min to Istanbul Airport.",,https://a0.muscache.com/pictures/miso/Hosting-854394470796066375/original/846b82e0-607f-4b0c-9428-8189420b9c1c.jpeg,506898699,https://www.airbnb.com/users/show/506898699,Mohammed,2023-03-24,,,,,83%,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,2,"['email', 'phone']",f,t,,Avcilar,,41.07986,28.707,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Freezer"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Air conditioning"", ""Iron"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Coffee"", ""Kitchen"", ""Gas stove"", ""Bed linens"", ""Refrigerator"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Washer"", ""Free parking on premises"", ""Stainless steel double oven"", ""Hangers"", ""Hot water kettle"", ""Clothing storage: closet"", ""Elevator"", ""Hot water"", ""Drying rack for clothing"", ""Dining table"", ""TV"", ""Cooking basics"", ""Private patio or balcony"", ""Wifi"", ""Microwave""]","$1,712.00",100,365,100.0,100.0,365.0,365.0,100.0,365.0,,t,0,0,0,169,2024-12-31,11,4,0,2023-05-28,2024-05-22,5.0,5.0,4.73,5.0,5.0,4.73,4.91,,f,1,1,0,0,0.57
1062981257256429025,https://www.airbnb.com/rooms/1062981257256429025,20241230155630,2024-12-30,city scrape,Nef 163 dublex çiftlere uygun,Enjoy a stylish experience in this centrally located place.,,https://a0.muscache.com/pictures/hosting/Hosting-1062981257256429025/original/f29b16c5-6b56-42b9-b97b-f497b203714b.jpeg,483613526,https://www.airbnb.com/users/show/483613526,İbrahim,2022-10-14,"İstanbul, Turkey",Müzikle uğraşıyorum sanatçı arkadaşlarımla işlerimizi paylaşıyoruz,,,0%,f,https://a0.muscache.com/im/pictures/user/User-483613526/original/360b4387-4889-4b87-9e74-e29f78bff919.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-483613526/original/360b4387-4889-4b87-9e74-e29f78bff919.jpeg?aki_policy=profile_x_medium,,1,2,['phone'],t,t,,Kagithane,,41.07952161620142,28.994051064366555,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Carbon monoxide alarm"", ""Fire extinguisher"", ""BBQ grill"", ""Washer"", ""First aid kit"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Free parking on premises"", ""Exercise equipment"", ""TV"", ""Outdoor dining area"", ""Wifi"", ""Kitchen"", ""Hot tub"", ""Air conditioning"", ""Dedicated workspace""]","$4,000.00",100,365,100.0,100.0,365.0,365.0,100.0,365.0,,t,29,59,89,270,2024-12-30,0,0,0,,,,,,,,,,,f,1,1,0,0,
637399593308273563,https://www.airbnb.com/rooms/637399593308273563,20241230155630,2024-12-30,city scrape,Best 2+1 Full Air Conditioned in Rezidence,You will have a great time as a family in this stylish and convenient apartment close to everywhere in the center of Istanbul.,Talatpaşa mh. It is very close to the popular settlements of Istanbul. They reach everywhere in a short time by public transportation and taxi. There are many hospitals in the area.,https://a0.muscache.com/pictures/miso/Hosting-637399593308273563/original/bd63632c-584c-457b-a9c9-dc9f8c5247f5.jpeg,77943384,https://www.airbnb.com/users/show/77943384,Nilüfer,2016-06-15,"İstanbul, Turkey","Evliyim, ikiz erkek çocuklarım var. Matematikçiyim, sermaye piyasalarında broker olarak ve daha sonra öğretmen olarak çalıştım. Ayrıca turizm ve psikoloji alanlarında da tecrübem var. Şu an kendi işimi yapıyorum. Seyahat etmeyi, sporu severim. Aktif ve üretken bir yaşantım var. ",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-77943384/original/914c3af6-0503-4786-996b-eef3e7d2835a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-77943384/original/914c3af6-0503-4786-996b-eef3e7d2835a.jpeg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Kâğıthane, İstanbul, Turkey",Kagithane,,41.06438836595237,28.96881781723193,Entire serviced apartment,Entire home/apt,6,2.0,2 baths,2.0,7.0,"[""Heating"", ""High chair"", ""Pack \u2019n play/Travel crib"", ""Freezer"", ""Toaster"", ""Room-darkening shades"", ""Outlet covers"", ""Children\u2019s books and toys"", ""Free street parking"", ""City skyline view"", ""Iron"", ""Electric stove"", ""Baking sheet"", ""Pets allowed"", ""Hair dryer"", ""AC - split type ductless system"", ""Smoke alarm"", ""First aid kit"", ""Babysitter recommendations"", ""Kitchen"", ""Keypad"", ""Bed linens"", ""Wine glasses"", ""Refrigerator"", ""Ar\u00e7elik stainless steel single oven"", ""Dishes and silverware"", ""Safe"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Cleaning products"", ""Essentials"", ""Self check-in"", ""EV charger"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Coffee maker"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, workout bench"", ""Free washer \u2013 In unit"", ""Ethernet connection"", ""Hangers"", ""Mini fridge"", ""Hot water kettle"", ""Paid parking lot off premises"", ""Dedicated workspace"", ""Shared gym in building"", ""Fire extinguisher"", ""Clothing storage: closet"", ""Elevator"", ""Hot water"", ""Crib"", ""Children\u2019s dinnerware"", ""Drying rack for clothing"", ""Dining table"", ""Private entrance"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Cleaning available during stay"", ""Wifi"", ""Shared sauna"", ""Microwave"", ""47 inch HDTV with Netflix""]","$3,173.00",2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,16,46,66,66,2024-12-30,19,13,0,2023-03-11,2024-11-19,4.89,4.89,4.68,4.95,4.95,4.84,4.84,02.06.2024/34-1161,t,4,4,0,0,0.86
6397173,https://www.airbnb.com/rooms/6397173,20241230155630,2024-12-31,city scrape,Economic Basement Apartment in the Old City Center,THIS APARTMENT HAS NO WINDOW AND NO KITCHENET JUST FOR YOUR INFORMATION!!!!<br />‘’The Pashas Suite’’is a 4 floor building. Each floor has been separately arranged. <br />This is our Basment floor No Window<br />1 Bedroom <br />1 Large Double Bed and 1 Sofa<br />Maximum 3Person<br />We try to make your stay more comfortable then a 5 Star Hotel.,"The apartment is nearly to all Major attractions.<br />Grand Bazaar is 10 Minutes, Blue Mosque, Santa Sophia, Topkapi Palace, Basilica Cistern are in 15 Minutes Walking Distance.",https://a0.muscache.com/pictures/104572993/e17320b1_original.jpg,6540040,https://www.airbnb.com/users/show/6540040,Barbaros,2013-05-23,"İstanbul, Turkey","Welcome to Istanbul! I'm Barbaros Bilen, originally from Turkey but born in Düsseldorf, Germany. Fluent in German, Turkish, and English, I blend diverse cultures and experiences. I run a Gift & Bag shop, the Kumkapi Tiryakii restaurant in the heart of Istanbul, and have 12 AirBnB listings. With 30 years in hospitality, I'm here to ensure your stay is smooth and enjoyable. Contact me through AirBnB for a memorable experience in our vibrant city!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-6540040/original/04bc7d95-1a5e-497d-9832-f3b49d0965b8.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-6540040/original/04bc7d95-1a5e-497d-9832-f3b49d0965b8.jpeg?aki_policy=profile_x_medium,Sultanahmet,19,19,"['email', 'phone', 'work_email']",t,t,"Kumkapi, Fatih, Istanbul, Turkey",Fatih,,41.00422,28.97049,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""TV with standard cable"", ""Room-darkening shades"", ""Central heating"", ""Shampoo"", ""Paid street parking off premises"", ""City skyline view"", ""Iron"", ""Hair dryer"", ""AC - split type ductless system"", ""Smoke alarm"", ""First aid kit"", ""Bed linens"", ""Body soap"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Host greets you"", ""Regal refrigerator"", ""Hangers"", ""Mini fridge"", ""Hot water kettle"", ""Dedicated workspace"", ""Fire extinguisher"", ""Clothing storage: closet"", ""Shower gel"", ""Hot water"", ""Crib"", ""Children\u2019s dinnerware"", ""Luggage dropoff allowed"", ""Wifi""]","$1,083.00",2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,29,59,89,364,2024-12-31,123,15,1,2015-10-20,2024-12-01,4.63,4.76,4.7,4.75,4.77,4.73,4.77,34-5462,t,19,19,0,0,1.1
1071823186476577204,https://www.airbnb.com/rooms/1071823186476577204,20241230155630,2024-12-31,city scrape,Pin Exclusive 1 BD Taksim A4,Our chic  flat is located in Taksim and only 600 Meters away from fabulous İstiklal Street and 900 Meters away from Sishane Metro Station.. It is at the 2nd floor of a 4 Storey Bulding...It has also a balcony connected to bedroom... AC Unit is located in bedroom...You can sleep up to 3 Adults with a double bed and a sofa bed...Enjoy Your Stay and Istanbul Experience...,"Taksim is a vibrant and bustling neighborhood located in the heart of Istanbul, Turkey. If you're staying at an Airbnb flat in Taksim, you're in for a treat as it's one of the city's most lively and central areas. Here's some information to make your stay more enjoyable:<br /><br />Location: Taksim Square is the central point of this neighborhood, and it serves as a hub for transportation, entertainment, and shopping. Your Airbnb flat is likely to be close to Taksim Square, providing easy access to various attractions.<br /><br />Transportation: Taksim is well-connected by public transportation. The Taksim Metro station links the area to other parts of Istanbul, making it convenient for you to explore the city. Additionally, taxis and buses are readily available.<br /><br />Shopping: Istiklal Avenue, one of Istanbul's most famous streets, starts from Taksim Square. This pedestrian street is lined with shops, boutiques, cafes, and restaurants. It's a great place to explore during the da",https://a0.muscache.com/pictures/miso/Hosting-1071823186476577204/original/332efd76-9f00-4ac1-aecb-8b5fca44b18e.jpeg,20616496,https://www.airbnb.com/users/show/20616496,Umit,2014-08-27,"Istanbul, Turkey",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-20616496/original/7b80448b-16f8-4869-a79c-409d7c1e8c56.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-20616496/original/7b80448b-16f8-4869-a79c-409d7c1e8c56.jpeg?aki_policy=profile_x_medium,,19,19,"['email', 'phone']",t,t,"Beyoğlu, İstanbul, Turkey",Beyoglu,,41.03515115703116,28.97249131534424,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Freezer"", ""Room-darkening shades"", ""Central heating"", ""Shampoo"", ""Free street parking"", ""City skyline view"", ""Di\u011fer stainless steel electric stove"", ""Iron"", ""Baking sheet"", ""Hair dryer"", ""AC - split type ductless system"", ""First aid kit"", ""Coffee"", ""Kitchen"", ""Wine glasses"", ""Single oven"", ""Refrigerator"", ""Dishes and silverware"", ""Cleaning products"", ""Essentials"", ""Extra pillows and blankets"", ""Host greets you"", ""Paid parking garage off premises"", ""Free washer \u2013 In unit"", ""Mini fridge"", ""Hangers"", ""Hot water kettle"", ""Dedicated workspace"", ""Fire extinguisher"", ""Coffee maker: pour-over coffee"", ""Hot water"", ""Luggage dropoff allowed"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Dining table"", ""TV"", ""Cooking basics"", ""Private patio or balcony"", ""Wifi"", ""Crib - available upon request""]","$2,054.00",2,30,2.0,2.0,30.0,30.0,2.0,30.0,,t,28,58,88,178,2024-12-31,3,3,0,2024-06-09,2024-11-13,5.0,4.67,4.67,5.0,5.0,5.0,5.0,34-3986,t,18,18,0,0,0.44
